Post_ID,Date,Platform,Post_Type,Likes,Comments,Shares,Reach,Total_Engagement,Engagement_Rate (%)
POST_0377,2026-05-22,LinkedIn,Image,617,77,144,6636,838,12.63
POST_0297,2026-05-22,Instagram,Image,1215,125,144,1017,1484,145.92
POST_0517,2026-05-22,LinkedIn,Video,637,88,123,5597,848,15.15
POST_0265,2026-05-23,Instagram,Carousel,855,246,141,6761,1242,18.37
POST_0167,2026-05-23,Instagram,Video,1014,217,69,3300,1300,39.39
POST_0212,2026-05-23,LinkedIn,Video,975,169,92,3990,1236,30.98
POST_0332,2026-05-23,Facebook,Image,455,106,33,1771,594,33.54
POST_0407,2026-05-23,Instagram,Video,57,237,98,794,392,49.37
POST_0322,2026-05-24,Instagram,Image,617,234,151,3055,1002,32.8
POST_0428,2026-05-24,Instagram,Video,178,137,7,7852,322,4.1
POST_0444,2026-05-24,Instagram,Image,38,57,48,2532,143,5.65
POST_0012,2026-05-24,LinkedIn,Video,803,22,31,1796,856,47.66
POST_0565,2026-05-24,Facebook,Image,1221,29,165,2604,1415,54.34
POST_0441,2026-05-25,Instagram,Carousel,1160,177,20,5603,1357,24.22
POST_0178,2026-05-25,Instagram,Video,613,249,74,9698,936,9.65
POST_0298,2026-05-26,Facebook,Video,1331,120,157,8237,1608,19.52
POST_0422,2026-05-27,LinkedIn,Video,519,146,99,6238,764,12.25
POST_0524,2026-05-27,Instagram,Image,289,85,132,2420,506,20.91
POST_0262,2026-05-27,Instagram,Text,965,39,98,6543,1102,16.84
POST_0166,2026-05-28,LinkedIn,Carousel,484,214,11,6254,709,11.34
POST_0164,2026-05-28,Instagram,Image,691,109,168,7079,968,13.67
POST_0009,2026-05-29,Instagram,Carousel,819,193,29,1382,1041,75.33
POST_0598,2026-05-29,LinkedIn,Image,607,39,63,1397,709,50.75
POST_0436,2026-05-29,Instagram,Video,1152,242,148,9514,1542,16.21
POST_0581,2026-05-29,LinkedIn,Video,196,13,92,6976,301,4.31
POST_0207,2026-05-30,LinkedIn,Image,795,126,12,6533,933,14.28
POST_0103,2026-05-30,Instagram,Video,1030,177,48,7196,1255,17.44
POST_0571,2026-05-30,Instagram,Carousel,617,3,45,4219,665,15.76
POST_0132,2026-05-31,LinkedIn,Text,839,60,97,9075,996,10.98
POST_0489,2026-05-31,LinkedIn,Carousel,1392,140,164,9176,1696,18.48
POST_0217,2026-05-31,Instagram,Image,1459,199,41,5296,1699,32.08
POST_0325,2026-05-31,Instagram,Carousel,1388,223,29,9780,1640,16.77
POST_0417,2026-05-31,Instagram,Video,1264,167,15,4958,1446,29.16
POST_0084,2026-05-31,Facebook,Carousel,556,131,169,6020,856,14.22
POST_0387,2026-06-01,Instagram,Image,1420,94,100,1684,1614,95.84
POST_0440,2026-06-02,Instagram,Video,1017,36,99,2137,1152,53.91
POST_0200,2026-06-02,Instagram,Image,261,140,95,4787,496,10.36
POST_0431,2026-06-03,Instagram,Video,934,107,17,4144,1058,25.53
POST_0350,2026-06-03,Facebook,Video,1324,239,133,8867,1696,19.13
POST_0231,2026-06-04,Instagram,Video,1060,48,25,2355,1133,48.11
POST_0290,2026-06-04,Instagram,Video,202,29,125,3261,356,10.92
POST_0277,2026-06-04,Facebook,Video,800,15,118,9143,933,10.2
POST_0294,2026-06-04,LinkedIn,Text,1004,207,52,6288,1263,20.09
POST_0560,2026-06-04,LinkedIn,Carousel,872,52,51,4508,975,21.63
POST_0336,2026-06-04,Instagram,Carousel,1087,170,74,4620,1331,28.81
POST_0482,2026-06-04,LinkedIn,Text,582,42,174,2147,798,37.17
POST_0161,2026-06-04,Instagram,Carousel,1256,195,138,4051,1589,39.22
POST_0249,2026-06-05,LinkedIn,Image,539,78,0,5190,617,11.89
POST_0434,2026-06-05,LinkedIn,Video,425,94,69,3778,588,15.56
POST_0163,2026-06-05,Instagram,Image,192,109,19,6179,320,5.18
POST_0094,2026-06-05,LinkedIn,Image,409,231,58,6797,698,10.27
POST_0198,2026-06-05,Instagram,Video,1140,70,80,674,1290,191.39
POST_0235,2026-06-05,LinkedIn,Video,385,22,134,4163,541,13.0
POST_0445,2026-06-05,LinkedIn,Image,451,178,117,3261,746,22.88
POST_0187,2026-06-06,LinkedIn,Video,644,52,174,2620,870,33.21
POST_0201,2026-06-06,Instagram,Carousel,251,95,71,4660,417,8.95
POST_0023,2026-06-06,LinkedIn,Carousel,988,214,56,7476,1258,16.83
POST_0508,2026-06-06,Facebook,Video,705,46,44,8251,795,9.64
POST_0052,2026-06-06,LinkedIn,Video,92,90,161,8427,343,4.07
POST_0352,2026-06-06,LinkedIn,Image,1272,214,171,5437,1657,30.48
POST_0195,2026-06-06,Instagram,Video,1173,129,115,9252,1417,15.32
POST_0038,2026-06-07,LinkedIn,Video,509,67,147,8648,723,8.36
POST_0188,2026-06-07,LinkedIn,Image,124,176,3,5760,303,5.26
POST_0122,2026-06-07,Instagram,Image,419,120,43,5276,582,11.03
POST_0016,2026-06-07,LinkedIn,Video,500,69,40,1429,609,42.62
POST_0258,2026-06-07,LinkedIn,Image,940,92,3,1924,1035,53.79
POST_0045,2026-06-08,LinkedIn,Text,1472,43,138,4944,1653,33.43
POST_0138,2026-06-08,Facebook,Image,787,132,103,3740,1022,27.33
POST_0064,2026-06-08,Facebook,Text,1332,153,87,8278,1572,18.99
POST_0582,2026-06-09,Instagram,Image,548,164,7,3104,719,23.16
POST_0066,2026-06-10,Instagram,Image,114,42,74,4174,230,5.51
POST_0153,2026-06-10,Instagram,Image,669,231,116,3208,1016,31.67
POST_0368,2026-06-11,Facebook,Carousel,250,227,142,2924,619,21.17
POST_0292,2026-06-11,Facebook,Carousel,865,174,26,6861,1065,15.52
POST_0519,2026-06-11,Instagram,Carousel,1385,238,3,2448,1626,66.42
POST_0107,2026-06-11,Instagram,Carousel,401,223,85,2968,709,23.89
POST_0040,2026-06-11,LinkedIn,Text,1282,249,156,5467,1687,30.86
POST_0291,2026-06-12,Instagram,Video,507,213,54,4956,774,15.62
POST_0099,2026-06-12,LinkedIn,Video,1103,9,21,8775,1133,12.91
POST_0095,2026-06-12,LinkedIn,Video,691,162,174,8312,1027,12.36
POST_0171,2026-06-13,Instagram,Video,722,77,153,7861,952,12.11
POST_0128,2026-06-13,LinkedIn,Video,1402,5,23,7034,1430,20.33
POST_0595,2026-06-13,Instagram,Text,454,154,67,6739,675,10.02
POST_0432,2026-06-13,Instagram,Carousel,1362,194,2,5470,1558,28.48
POST_0356,2026-06-13,Facebook,Carousel,1229,21,155,3990,1405,35.21
POST_0472,2026-06-14,Instagram,Carousel,156,38,28,1161,222,19.12
POST_0528,2026-06-14,Instagram,Image,1225,69,74,6052,1368,22.6
POST_0097,2026-06-15,Facebook,Carousel,273,130,144,2679,547,20.42
POST_0214,2026-06-15,LinkedIn,Image,1216,157,66,4673,1439,30.79
POST_0555,2026-06-16,Instagram,Carousel,1125,76,173,4316,1374,31.84
POST_0486,2026-06-16,Instagram,Image,1345,12,169,4187,1526,36.45
POST_0568,2026-06-16,Facebook,Carousel,509,199,60,9075,768,8.46
POST_0433,2026-06-16,LinkedIn,Carousel,230,186,27,8503,443,5.21
POST_0251,2026-06-16,Instagram,Video,157,211,34,5059,402,7.95
POST_0592,2026-06-17,LinkedIn,Image,861,50,69,8239,980,11.89
POST_0504,2026-06-17,Facebook,Image,1356,13,50,646,1419,219.66
POST_0551,2026-06-17,LinkedIn,Video,1356,106,101,4404,1563,35.49
POST_0376,2026-06-18,LinkedIn,Text,951,169,164,6194,1284,20.73
POST_0580,2026-06-18,Instagram,Carousel,442,170,5,4677,617,13.19
POST_0125,2026-06-18,Instagram,Image,1303,159,67,9391,1529,16.28
POST_0286,2026-06-18,Facebook,Image,802,132,33,7047,967,13.72
POST_0140,2026-06-19,Instagram,Video,538,197,18,2349,753,32.06
POST_0378,2026-06-19,Instagram,Image,253,183,156,5985,592,9.89
POST_0215,2026-06-20,LinkedIn,Video,486,48,53,1793,587,32.74
POST_0375,2026-06-20,Facebook,Video,519,176,178,5619,873,15.54
POST_0243,2026-06-20,Instagram,Video,582,229,36,1382,847,61.29
POST_0414,2026-06-20,Facebook,Video,1162,2,99,3317,1263,38.08
POST_0564,2026-06-20,LinkedIn,Video,180,40,177,5137,397,7.73
POST_0452,2026-06-20,Facebook,Video,1189,191,73,2687,1453,54.08
POST_0574,2026-06-20,Instagram,Image,612,132,61,3263,805,24.67
POST_0459,2026-06-20,Instagram,Video,990,40,80,6796,1110,16.33
POST_0589,2026-06-21,Instagram,Image,1155,102,10,8897,1267,14.24
POST_0421,2026-06-21,LinkedIn,Video,1098,211,53,1179,1362,115.52
POST_0293,2026-06-21,LinkedIn,Image,143,72,117,6193,332,5.36
POST_0208,2026-06-21,LinkedIn,Image,745,17,174,9060,936,10.33
POST_0276,2026-06-22,Facebook,Video,393,89,144,8346,626,7.5
POST_0071,2026-06-22,LinkedIn,Carousel,257,56,173,5456,486,8.91
POST_0585,2026-06-22,Facebook,Image,629,56,160,1031,845,81.96
POST_0199,2026-06-23,Instagram,Text,1053,109,112,2730,1274,46.67
POST_0314,2026-06-23,Instagram,Carousel,321,162,147,4054,630,15.54
POST_0225,2026-06-23,Instagram,Image,106,129,56,5787,291,5.03
POST_0256,2026-06-23,LinkedIn,Image,1266,152,173,3697,1591,43.03
POST_0556,2026-06-23,Instagram,Video,1174,206,25,1217,1405,115.45
POST_0420,2026-06-23,Instagram,Video,717,154,165,2541,1036,40.77
POST_0473,2026-06-23,LinkedIn,Text,621,50,170,2972,841,28.3
POST_0223,2026-06-23,LinkedIn,Image,864,248,34,1492,1146,76.81
POST_0259,2026-06-24,Instagram,Video,348,99,157,3449,604,17.51
POST_0221,2026-06-24,Instagram,Image,120,2,168,5497,290,5.28
POST_0289,2026-06-24,Instagram,Video,1445,202,119,6981,1766,25.3
POST_0226,2026-06-24,Instagram,Image,62,192,46,2740,300,10.95
POST_0388,2026-06-26,Instagram,Text,1063,151,160,4926,1374,27.89
POST_0017,2026-06-26,Instagram,Carousel,133,111,62,5866,306,5.22
POST_0139,2026-06-27,LinkedIn,Carousel,502,98,151,6528,751,11.5
POST_0238,2026-06-27,Instagram,Text,418,118,35,7756,571,7.36
POST_0536,2026-06-27,Instagram,Image,1484,240,105,1316,1829,138.98
POST_0113,2026-06-27,LinkedIn,Video,102,138,41,3752,281,7.49
POST_0573,2026-06-27,Facebook,Video,308,167,37,3065,512,16.7
POST_0349,2026-06-27,LinkedIn,Text,1410,65,168,8467,1643,19.4
POST_0530,2026-06-28,LinkedIn,Video,601,162,31,4890,794,16.24
POST_0264,2026-06-28,Instagram,Video,1425,101,2,7736,1528,19.75
POST_0535,2026-06-28,Instagram,Image,894,148,89,5626,1131,20.1
POST_0260,2026-06-28,LinkedIn,Carousel,981,121,101,3668,1203,32.8
POST_0015,2026-06-28,Instagram,Text,528,128,78,7093,734,10.35
POST_0365,2026-06-28,LinkedIn,Video,1053,69,171,3462,1293,37.35
POST_0485,2026-06-28,LinkedIn,Video,566,193,26,6020,785,13.04
POST_0176,2026-06-28,Facebook,Image,565,22,69,7865,656,8.34
POST_0274,2026-06-29,LinkedIn,Carousel,671,26,65,8558,762,8.9
POST_0364,2026-06-29,LinkedIn,Carousel,492,138,161,8589,791,9.21
POST_0385,2026-06-29,LinkedIn,Text,1461,27,148,4401,1636,37.17
POST_0514,2026-06-30,Facebook,Carousel,945,154,97,518,1196,230.89
POST_0451,2026-06-30,LinkedIn,Image,500,114,52,695,666,95.83
POST_0083,2026-06-30,Facebook,Carousel,983,13,36,9908,1032,10.42
POST_0351,2026-07-01,Instagram,Image,1171,51,68,5785,1290,22.3
POST_0170,2026-07-01,LinkedIn,Text,414,132,146,1604,692,43.14
POST_0086,2026-07-03,LinkedIn,Video,1216,81,100,3280,1397,42.59
POST_0523,2026-07-03,Instagram,Carousel,1263,176,118,7401,1557,21.04
POST_0021,2026-07-04,Instagram,Carousel,789,121,47,8699,957,11.0
POST_0300,2026-07-04,Instagram,Image,705,20,20,4302,745,17.32
POST_0419,2026-07-04,LinkedIn,Image,355,215,72,9433,642,6.81
POST_0320,2026-07-04,LinkedIn,Video,222,54,109,4695,385,8.2
POST_0239,2026-07-05,Facebook,Image,1254,182,24,4231,1460,34.51
POST_0253,2026-07-06,LinkedIn,Video,387,226,22,8660,635,7.33
POST_0145,2026-07-06,LinkedIn,Image,617,127,4,705,748,106.1
POST_0205,2026-07-06,Instagram,Carousel,778,34,66,1651,878,53.18
POST_0204,2026-07-06,Instagram,Carousel,734,164,37,2067,935,45.23
POST_0179,2026-07-06,Facebook,Video,763,219,160,906,1142,126.05
POST_0333,2026-07-06,Instagram,Carousel,302,126,81,2313,509,22.01
POST_0483,2026-07-06,Facebook,Video,776,40,103,6538,919,14.06
POST_0334,2026-07-07,Instagram,Video,1450,111,97,9301,1658,17.83
POST_0355,2026-07-07,Instagram,Image,381,49,156,2601,586,22.53
POST_0283,2026-07-07,Instagram,Carousel,1269,84,12,6441,1365,21.19
POST_0263,2026-07-07,Instagram,Image,982,143,71,7489,1196,15.97
POST_0498,2026-07-07,Facebook,Video,762,77,11,5229,850,16.26
POST_0025,2026-07-07,Facebook,Video,854,215,99,5658,1168,20.64
POST_0229,2026-07-07,Instagram,Video,427,187,113,889,727,81.78
POST_0491,2026-07-07,Instagram,Image,936,128,134,5257,1198,22.79
POST_0516,2026-07-08,Instagram,Image,895,175,78,6818,1148,16.84
POST_0110,2026-07-08,LinkedIn,Carousel,1099,247,86,789,1432,181.5
POST_0073,2026-07-08,Facebook,Image,1479,48,50,3662,1577,43.06
POST_0281,2026-07-09,Facebook,Image,1331,151,101,6858,1583,23.08
POST_0100,2026-07-09,Instagram,Video,682,102,67,1922,851,44.28
POST_0101,2026-07-09,Facebook,Carousel,486,161,68,3680,715,19.43
POST_0583,2026-07-09,Facebook,Video,985,236,171,8681,1392,16.04
POST_0488,2026-07-09,LinkedIn,Image,600,148,161,5045,909,18.02
POST_0268,2026-07-10,Facebook,Carousel,397,36,44,549,477,86.89
POST_0525,2026-07-10,Instagram,Carousel,651,83,55,4688,789,16.83
POST_0061,2026-07-10,LinkedIn,Image,812,13,68,9671,893,9.23
POST_0527,2026-07-10,LinkedIn,Video,1443,195,177,704,1815,257.81
POST_0222,2026-07-10,Facebook,Carousel,1051,201,151,7532,1403,18.63
POST_0173,2026-07-11,LinkedIn,Image,202,31,107,4354,340,7.81
POST_0269,2026-07-12,Instagram,Image,138,148,60,4451,346,7.77
POST_0043,2026-07-13,LinkedIn,Video,697,45,170,9635,912,9.47
POST_0579,2026-07-13,Facebook,Video,62,82,2,5280,146,2.77
POST_0412,2026-07-14,LinkedIn,Video,1063,184,12,2373,1259,53.06
POST_0230,2026-07-14,Instagram,Image,683,154,7,1499,844,56.3
POST_0593,2026-07-14,Instagram,Video,117,128,168,6503,413,6.35
POST_0499,2026-07-14,Instagram,Image,1338,73,15,2173,1426,65.62
POST_0282,2026-07-15,Instagram,Image,911,177,65,8819,1153,13.07
POST_0360,2026-07-16,Facebook,Carousel,468,162,106,7794,736,9.44
POST_0594,2026-07-16,Instagram,Carousel,1187,224,15,3390,1426,42.06
POST_0394,2026-07-16,Instagram,Video,717,158,24,5783,899,15.55
POST_0150,2026-07-16,Instagram,Carousel,265,222,146,4311,633,14.68
POST_0031,2026-07-16,Instagram,Image,1462,234,155,6717,1851,27.56
POST_0493,2026-07-17,Facebook,Carousel,723,46,32,9412,801,8.51
POST_0141,2026-07-17,LinkedIn,Text,174,26,164,8997,364,4.05
POST_0203,2026-07-18,Instagram,Carousel,1327,92,62,3671,1481,40.34
POST_0056,2026-07-18,Instagram,Image,878,148,30,2676,1056,39.46
POST_0175,2026-07-18,Facebook,Video,529,241,95,2414,865,35.83
POST_0319,2026-07-18,Facebook,Image,255,204,155,8019,614,7.66
POST_0117,2026-07-18,Instagram,Image,1199,120,50,1080,1369,126.76
POST_0371,2026-07-19,Facebook,Image,956,66,82,9060,1104,12.19
POST_0343,2026-07-20,Instagram,Text,722,114,95,7831,931,11.89
POST_0591,2026-07-20,Instagram,Carousel,1109,63,155,6126,1327,21.66
POST_0033,2026-07-21,Instagram,Image,162,59,6,2136,227,10.63
POST_0121,2026-07-21,LinkedIn,Carousel,1123,110,20,8497,1253,14.75
POST_0058,2026-07-21,Instagram,Image,950,52,112,9292,1114,11.99
POST_0347,2026-07-21,LinkedIn,Carousel,1073,36,49,2593,1158,44.66
POST_0296,2026-07-22,Facebook,Video,433,74,64,6660,571,8.57
POST_0460,2026-07-22,Instagram,Carousel,1039,86,99,3091,1224,39.6
POST_0358,2026-07-22,LinkedIn,Image,1304,196,120,8174,1620,19.82
POST_0531,2026-07-23,LinkedIn,Video,860,128,27,3187,1015,31.85
POST_0553,2026-07-23,Instagram,Image,333,195,46,1004,574,57.17
POST_0596,2026-07-24,LinkedIn,Image,656,24,98,8526,778,9.13
POST_0487,2026-07-24,Instagram,Image,941,239,174,1096,1354,123.54
POST_0237,2026-07-24,Instagram,Image,455,58,64,1981,577,29.13
POST_0133,2026-07-25,Instagram,Video,439,248,138,6310,825,13.07
POST_0453,2026-07-25,Facebook,Image,850,137,45,2830,1032,36.47
POST_0492,2026-07-25,Facebook,Video,1117,47,152,4884,1316,26.95
POST_0181,2026-07-26,Instagram,Text,1479,162,142,1008,1783,176.88
POST_0471,2026-07-26,LinkedIn,Carousel,94,89,23,7706,206,2.67
POST_0393,2026-07-26,Instagram,Video,1144,21,174,4870,1339,27.49
POST_0570,2026-07-26,LinkedIn,Video,346,118,20,8885,484,5.45
POST_0002,2026-07-26,Facebook,Carousel,340,60,145,9048,545,6.02
